2018-10-23 07:32,大连地铁微博会员特权置顶早安大家要的首末车时间在此奉上二哈二哈如有运营时间变动我们会及时更新这个时间表的也欢迎大家关注大连地铁微信公众号点击菜单栏里的站点查询功能也可以看最新的首末车时间酷酷随着樱花节的到来我们还增加了樱花主题车厢时刻表
2019-03-25 06:02,#今日天气#,大连地铁今日天气早安太阳太阳今天是星期一农历二月十九晴间多云相对湿度西南风级今天滨城天气舞台上领衔主演的将是暖空气我市不仅阳光灿烂风小了气温也将继续回升天气比周末感觉暖和了不少相信大家的心情也是美美哒赶快行动起来抽时间到户外活动一下展开全文
2019-03-24 12:33,大连地铁全国中小学生安全教育日即将到来大连海洋大学志愿者来到人民广场站与车站工作人员共同为乘车的中小学生发放地铁乘车指南讲解地铁乘车注意事项宣传安全乘车的重要性强化中小学生安全乘车意识
2019-03-24 08:28,#今日天气#,大连地铁今日天气早安心心今天是年月日星期日农历二月十八今天晴间多云西南风到级气温天气持续升温可适当开展户外活动大连气象大连气象
2019-03-23 23:25,#晚安#,大连地铁晚安明儿是周日好好休息吧挤眼挤眼
2019-03-23 16:47,#大连地铁12号线#,待春暖花开更好看坏笑坏笑期待四月坐号线去看樱花
2019-03-23 16:02,#大连地铁正能量#,大连地铁正能量帅气的小哥哥棒棒的服务很到位乘客很满意给你小心心给你小心心
2019-03-23 07:26,#今日天气#,大连地铁今日天气早安今天我市以晴为主不过受新补充的一股弱冷空气影响大北风返场风力可达级阵风级傍晚转偏南风到级气温方面依然不会有太大起色市区气温在之间大连晚报
2019-03-22 16:02,#昨日客流#,大连地铁昨日客流万人次
2019-03-22 09:13,#大布小灵通#,今天正式亮相大连北站欢迎小伙伴来体验
2019-03-22 09:10,大连地铁不多说了看图吧地铁禁止吸烟针对该行为我们会加强车站巡视力度杜绝类似行为发生
2019-03-22 08:15,#今日早高峰#,大连地铁今日早高峰目前两条线路的整体客流在逐渐上升号线千山路站东纬路站春柳站进站乘客相对较多号线客流方向主要集中在虹港路站至交通大学站区间那在这一区间乘客基本以进站为主从人民广场站至港湾广场站这一区间乘客主要以出站为主截至分号线客流人次号线客流人次展开全文
2019-03-22 07:40,#今日天气#,大连地铁今日天气早安今天冷空气将会撤离风向由北风逐渐转为西风风力减弱陆地风力到级气温也将会有小幅回升市区的最高气温升到了附近夜间的最低气温在上下阳光明媚风轻气爽天气总体来说比较舒适宜人只是空气会比较干燥大家应记得多补充水分眼下虽然已经进入到了春分展开全文
2019-03-21 22:23,#晚安#,大连地铁晚安欢迎明儿来北站体验哈
2019-03-21 15:51,#小编在现场#,大连地铁小编在现场正在感受的速度嘻嘻嘻嘻大连大连北站大连大连北站
2019-03-21 14:58,大连地铁下面奉上连接的具体流程很简单就是用户名需要注意是大连地铁的微博视频大连地铁的微博视频
2019-03-21 14:51,#小编在现场#,大连地铁小编在现场明天东北三省首个示范地铁站正式亮相大连地铁号线大连北站今天小编将提前感受一下的魅力偷乐偷乐偷乐偷乐偷乐偷乐首先由我们的婷婷主播给大家大致介绍一下哈哈哈哈大连地铁的秒拍视频大连地铁的秒拍视频
2019-03-21 11:24,#昨日客流#,大连地铁昨日客流万人次
2019-03-21 08:17,#今日早高峰#,大连地铁今日早高峰目前两条线路的整体客流在逐渐上升号线大连北站和华南广场站进站客流是排在首位的建议大家在乘车时要先下后上耐心等候号线红旗西路车站现在进站乘客有明显增多但是从港湾广场站开始一直到联合路的方向乘车压力还不是很大可能稍后客流会有所增加截至分号线客流展开全文
2019-03-21 07:29,#今日天气#,今日天气总结一句话太冷啦一定要多穿呀
2019-03-20 13:35,#大连地铁正能量#,大连地铁正能量手动给大医二院站点赞赞赞赞赞
2019-03-20 13:27,#昨日客流#,大连地铁昨日客流万人次
2019-03-20 08:28,#今日早高峰#,大连地铁今日早高峰目前两条线路的整体客流在逐渐上升号线各车站整体运行状况是比较平稳的从华北路站开始一直到富国街站区间都以进站乘客为主同时在河口站换乘十二号线的乘客也在有序增加号线出行客流集中在虹港路至中山广场站的方向那这一区间的湾家站至人民广场站乘车压力会稍微大一些展开全文
2019-03-20 06:43,#今日天气#,大连地铁今日天气早安鲜花鲜花今天大连地区上空受到冷暖交汇的影响会出现比较有利的降雨形势各地午后会相继出现小雨受此影响升温的势头会告一段落市区全天将大幅回落至加上陆地阵风可达级外出感觉一下子会冷起来所以不能穿的太少呦大连气象
2019-03-19 16:06,#春日随手拍#,想去小平岛请在地铁河口站下车
2019-03-19 15:18,#昨日客流#,大连地铁昨日客流万人次
2019-03-19 07:35,#今日天气#,大连地铁今日天气早安心心我市气温上升的势头依然强劲预计市区白天的最高气温可达到左右建议大家抽时间到户外活动一下目前有一股强冷空气正在赶来的途中首先周三午后到夜间会出现一场小雨天气气温开始回落到了周四冷空气驾到部分地区还可能出现小雨或小雨夹雪大风降温天气也接踵而来展开全文
2019-03-18 15:41,渡我不渡他今日份塔河湾号线拍摄馋嘴馋嘴行驶中的号线好难拍摊手摊手大连地铁大连地铁大连河口大连河口
2019-03-18 15:33,#昨日客流#,大连地铁昨日客流万人次日客流万人次日客流万人次
2019-03-18 14:44,大连地铁今天上午点客运一中心第二党小组的党员集中在华南广场多功能室召开座谈会热议月日闭幕的十三届全国人大二次会议中的惠民政策养老住房医疗诚信建设等等实实在在为百姓谋新福座谈会上大家表示一定会加强学习认真工作携手共进把地铁的服务做好做一个展开全文
2019-03-18 11:35,嘻嘻嘻嘻作揖作揖作揖作揖谢谢对我们服务的认可
2019-03-18 08:30,#今日早高峰#,大连地铁今日早高峰目前两条线路的整体客流在逐渐上升号线进站客流相对较多的车站分别是大连北站学苑广场站和千山路站现在站台候车乘客都在陆续增多从春柳车站开始车厢内的乘客也会有明显增加号线客流较平日早高峰相比变化不大进站客流主要集中在红旗西路站和虹港路站截至分号线客流展开全文
2019-03-18 06:57,#今日天气#,大连地铁今日天气晴间多云有雾相对湿度西南风级阵风级这场回温运动将在本周掀起一波小高潮推动气温再上新台阶当然冷空气是不会甘心的本周后期极可能卷土重来天气乍暖还寒大家不要盲目收起厚实的服装早晚外出时还得捂一捂半岛晨报
2019-03-17 22:08,#晚安#,大连地铁夜间的车站风景就好比三原色合则为黑分则可互调万色思考思考明儿是周一小伙伴们早休息晚安月亮月亮月亮月亮
2019-03-17 21:58,有捡到的小伙伴麻烦来个信儿哈乘客莫急明儿给你问问
2019-03-17 18:54,#大连地铁正能量#,大连地铁大连地铁正能量必须再次感谢金家街的小伙伴给身体不适的乘客提供了超级满意的服务还让路人感受到了地铁人带来的安全感作揖作揖作揖作揖
2019-03-17 13:29,嘻嘻嘻嘻我们的小姐姐外号及时雨
2019-03-17 08:28,大连地铁奉上号线时间表去旅顺的小伙伴可以根据时间表出行兔子兔子图上的表是拍的照片拍得还是很清楚的等小编有空会专门做两张表给大家看的作揖作揖
2019-03-17 07:39,#今日天气#,大连地铁今日天气早安心心今天是年月日星期日农历二月十一今天晴转多云偏南风级增强到级气温天气不错大家可以多到户外走走大连气象
2019-03-16 22:47,#晚安#,大连地铁远处的那束光代表着希望那束光慢慢近了晚安
2019-03-16 19:21,嘻嘻嘻嘻能找回行李就好不然得耽误老了事儿虹港路站安检小姐姐给力加油加油
2019-03-16 12:29,大连地铁想不起来前两天谁反映的问题了已经改完了还请过目作揖作揖
2019-03-16 11:48,大连地铁小伙伴们能猜出来这是快到哪一站了嘛偷乐偷乐偷乐偷乐偷乐偷乐大连地铁的秒拍视频大连地铁的秒拍视频
2019-03-16 06:45,#今日天气#,大连地铁今日天气冷空气休息天气不错宜出游昨天晚上大风就减弱了下来今天出门大家无需再担心有那么一只无形的手会肆意弄乱你的发型了今天我市阳光依然不错在暖空气的强力助推下气温明显回升市区的最高气温又将重回附近只是今天我市的主导风向仍是比较干燥的西北风提醒大家别忘记给展开全文
2019-03-15 17:25,#大连地铁正能量#,大连地铁大连地铁正能量今天下午星海广场站工作人员孙琳琳发现有一名女乘客身体不适怀疑出现低血糖随即车站工作人员将女乘客扶到休息室为乘客提供了热水八宝粥等食物让乘客补充糖分为了让乘客更加舒服还打开了电暖器等到乘客感觉舒服后才离开了地铁站星海广场站的服务就是细致赞赞赞赞赞赞展开全文
2019-03-15 17:15,#大连地铁正能量#,大连地铁大连地铁正能量今天中午一位女乘客捧着一面锦旗来到姚家站感谢之前工作人员帮忙找回失物月日下午姚家站工作人员王健在负责清车作业时发现座位上放着一款女士手提包经检查包内都是贵重物品车站工作人员通过包内证件联系到了失主相信大家都能想象到那种失而复得的喜悦丢包的女乘客展开全文
2019-03-15 13:07,大连地铁今日上午点分西岗区日新街道更新社区联合一二九街地铁站共同开展歌唱祖国活动社区居民代表和地铁工作人员搭乘地铁从一二九街站乘车前往东港站在乘车途中共同歌唱我和我的祖国用歌声表达对祖国的无限热爱很多乘坐地铁的乘客也纷纷加入进来一起高声歌唱祝福伟大的祖国繁荣昌盛展开全文
2019-03-15 12:34,#大连地铁正能量#,大连地铁大连地铁正能量昨天中午两名女乘客从富国街站下车其中一名女乘客躺在了椅子上车站工作人员携带医药箱和轮椅赶到和陪同人员交谈后得知乘客身体不适随后工作人员将乘客推至站外帮助乘客打车离开乘客对此表示感谢能够主动的关心乘客为乘客提供帮助富国街站的小伙伴棒棒的赞赞
2019-03-15 11:11,#昨日客流#,大连地铁昨日客流万人次
2019-03-15 09:48,大连地铁还望在地铁人多时背包的小伙伴能把包拎在手里或者放在胸前给其他乘客行以方便作揖作揖作揖作揖
2019-03-15 08:20,#今日早高峰#,大连地铁今日早高峰目前两条线路的整体客流在逐渐上升号线进站客流排在前三位的分别是华南广场站松江路站和千山路站春柳站至兴工街站区间七贤岭站至西安路站区间乘车压力会稍微大一些号线客流主要集中在机场站至马栏广场站区间友好广场站至西安路区间截至分号线客流人次号线展开全文
